1734457790.558685 server started (10575): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1734457790.558731 on Linux 6.8.0-49-generic #49-Ubuntu SMP PREEMPT_DYNAMIC Mon Nov  4 02:06:24 UTC 2024
1734457790.558748 using libevent 2.1.12-stable poll
1734457790.558756 using ncurses 6.4 20240113
1734457790.562511 yylex_token: $
1734457790.562517 yylex_token: end at WS
1734457790.562523 yylex_token: command-prompt
1734457790.562529 yylex_token: end at WS
1734457790.562535 yylex_token: -I#S
1734457790.562541 yylex_token: end at WS
1734457790.562547 yylex_token: rename-session
1734457790.562553 yylex_token: end at WS
1734457790.562559 yylex_token: --
1734457790.562565 yylex_token: end at WS
1734457790.562570 yylex_token: %%
1734457790.562578 cmd_parse_build_commands 0:0: bind
1734457790.562584 cmd_parse_build_commands 0:1: -N
1734457790.562590 cmd_parse_build_commands 0:2: Rename current session
1734457790.562596 cmd_parse_build_commands 0:3: $
1734457790.562603 cmd_parse_build_commands 0:4 0:0: command-prompt
1734457790.562609 cmd_parse_build_commands 0:4 0:1: -I#S
1734457790.562616 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1734457790.562622 cmd_parse_build_commands 0:4 0:2 0:1: --
1734457790.562628 cmd_parse_build_commands 0:4 0:2 0:2: %%
1734457790.562636 cmd_parse_build_commands 0:0: command-prompt
1734457790.562642 cmd_parse_build_commands 0:1: -I#S
1734457790.562648 cmd_parse_build_commands 0:2 0:0: rename-session
1734457790.562654 cmd_parse_build_commands 0:2 0:1: --
1734457790.562660 cmd_parse_build_commands 0:2 0:2: %%
1734457790.562667 cmd_parse_build_commands 0:0: rename-session
1734457790.562673 cmd_parse_build_commands 0:1: --
1734457790.562679 cmd_parse_build_commands 0:2: %%
1734457790.562687 args_parse_flags: next --
1734457790.562693 args_parse: flags end at 2 of 3
1734457790.562700 args_parse: 2 = %% (type STRING)
1734457790.562708 cmd_parse_build_commands: rename-session "%%"
1734457790.562715 args_parse_flags: next -I#S
1734457790.562721 args_parse_flag_argument: -I = #S
1734457790.562727 args_parse: flags end at 2 of 3
1734457790.562735 args_parse: 2 = rename-session "%%" (type COMMANDS)
1734457790.562746 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1734457790.562752 args_parse_flags: next -N
1734457790.562759 args_parse_flag_argument: -N = Rename current session
1734457790.562764 args_parse_flags: next $
1734457790.562770 args_parse: flags end at 3 of 5
1734457790.562776 args_parse: 3 = $ (type STRING)
1734457790.562787 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1734457790.562802 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1734457790.562847 cmdq_get_command: [bind-key/0x63dbd06c42c0] group 58
1734457790.562855 cmdq_append <global>: [bind-key/0x63dbd06c42c0]
1734457790.562900 yylex_token: end at WS
1734457790.562909 yylex_token: bind
1734457790.562915 yylex_token: end at WS
1734457790.562920 yylex_token: -N
1734457790.562928 yylex_token: end at WS
1734457790.562933 yylex_token: Split window horizontally
1734457790.562940 yylex_get_word: %
1734457790.562946 yylex_token: end at WS
1734457790.562952 yylex_token: split-window
1734457790.562958 yylex_token: end at WS
1734457790.562963 yylex_token: -h
1734457790.562992 cmd_parse_build_commands 0:0: bind
1734457790.563000 cmd_parse_build_commands 0:1: -N
1734457790.563007 cmd_parse_build_commands 0:2: Split window horizontally
1734457790.563013 cmd_parse_build_commands 0:3: %
1734457790.563019 cmd_parse_build_commands 0:4 0:0: split-window
1734457790.563025 cmd_parse_build_commands 0:4 0:1: -h
1734457790.563033 cmd_parse_build_commands 0:0: split-window
1734457790.563040 cmd_parse_build_commands 0:1: -h
1734457790.563049 args_parse_flags: next -h
1734457790.563055 args_parse_flags: -h
1734457790.563061 args_parse: flags end at 2 of 2
1734457790.563069 cmd_parse_build_commands: split-window -h
1734457790.563075 args_parse_flags: next -N
1734457790.563082 args_parse_flag_argument: -N = Split window horizontally
1734457790.563088 args_parse_flags: next %
1734457790.563094 args_parse: flags end at 3 of 5
1734457790.563100 args_parse: 3 = % (type STRING)
1734457790.563108 args_parse: 4 = split-window -h (type COMMANDS)
1734457790.563120 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1734457790.563130 cmdq_get_command: [bind-key/0x63dbd06c43c0] group 70
1734457790.563137 cmdq_append <global>: [bind-key/0x63dbd06c43c0]
1734457790.563144 yylex_token: end at WS
1734457790.563150 yylex_token: bind
1734457790.563155 yylex_token: end at WS
1734457790.563161 yylex_token: -N
1734457790.563168 yylex_token: end at WS
1734457790.563174 yylex_token: Kill current window
1734457790.563179 yylex_token: end at WS
1734457790.563185 yylex_token: &
1734457790.563191 yylex_token: end at WS
1734457790.563197 yylex_token: confirm-before
1734457790.563204 yylex_token: end at WS
1734457790.563210 yylex_token: -pkill-window #W? (y/n)
1734457790.563217 yylex_token: end at WS
1734457790.563222 yylex_token: kill-window
1734457790.563230 cmd_parse_build_commands 0:0: bind
1734457790.563236 cmd_parse_build_commands 0:1: -N
1734457790.563242 cmd_parse_build_commands 0:2: Kill current window
1734457790.563248 cmd_parse_build_commands 0:3: &
1734457790.563271 cmd_parse_build_commands 0:4 0:0: confirm-before
1734457790.563283 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1734457790.563289 cmd_parse_build_commands 0:4 0:2: kill-window
1734457790.563297 cmd_parse_build_commands 0:0: confirm-before
1734457790.563304 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1734457790.563310 cmd_parse_build_commands 0:2: kill-window
1734457790.563319 args_parse_flags: next -pkill-window #W? (y/n)
1734457790.563325 args_parse_flag_argument: -p = kill-window #W? (y/n)
1734457790.563331 args_parse_flags: next kill-window
1734457790.563337 args_parse: flags end at 2 of 3
1734457790.563344 args_parse: 2 = kill-window (type STRING)
1734457790.563355 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1734457790.563362 args_parse_flags: next -N
1734457790.563368 args_parse_flag_argument: -N = Kill current window
1734457790.563374 args_parse_flags: next &
1734457790.563380 args_parse: flags end at 3 of 5
1734457790.563386 args_parse: 3 = & (type STRING)
1734457790.563397 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1734457790.563413 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1734457790.563423 cmdq_get_command: [bind-key/0x63dbd06c48a0] group 78
1734457790.563430 cmdq_append <global>: [bind-key/0x63dbd06c48a0]
1734457790.563437 yylex_token: end at WS
1734457790.563453 yylex_token: bind
1734457790.563459 yylex_token: end at WS
1734457790.563464 yylex_token: -N
1734457790.563472 yylex_token: end at WS
1734457790.563479 yylex_token: Prompt for window index to select
1734457790.563485 yylex_token: end at WS
1734457790.563491 yylex_token: '
1734457790.563497 yylex_token: end at WS
1734457790.563503 yylex_token: command-prompt
1734457790.563509 yylex_token: end at WS
1734457790.563514 yylex_token: -T
1734457790.563521 yylex_token: end at WS
1734457790.563526 yylex_token: window-target
1734457790.563532 yylex_token: end at WS
1734457790.563538 yylex_token: -pindex
1734457790.563545 yylex_token: end at WS
1734457790.563550 yylex_token: select-window
1734457790.563557 yylex_token: end at WS
1734457790.563562 yylex_token: -t
1734457790.563568 yylex_token: end at WS
1734457790.563574 yylex_token: :%%
1734457790.563583 cmd_parse_build_commands 0:0: bind
1734457790.563589 cmd_parse_build_commands 0:1: -N
1734457790.563596 cmd_parse_build_commands 0:2: Prompt for window index to select
1734457790.563602 cmd_parse_build_commands 0:3: '
1734457790.563609 cmd_parse_build_commands 0:4 0:0: command-prompt
1734457790.563615 cmd_parse_build_commands 0:4 0:1: -T
1734457790.563636 cmd_parse_build_commands 0:4 0:2: window-target
1734457790.563643 cmd_parse_build_commands 0:4 0:3: -pindex
1734457790.563650 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1734457790.563657 cmd_parse_build_commands 0:4 0:4 0:1: -t
1734457790.563664 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1734457790.563672 cmd_parse_build_commands 0:0: command-prompt
1734457790.563678 cmd_parse_build_commands 0:1: -T
1734457790.563685 cmd_parse_build_commands 0:2: window-target
1734457790.563691 cmd_parse_build_commands 0:3: -pindex
1734457790.563699 cmd_parse_build_commands 0:4 0:0: select-window
1734457790.563706 cmd_parse_build_commands 0:4 0:1: -t
1734457790.563713 cmd_parse_build_commands 0:4 0:2: :%%
1734457790.563721 cmd_parse_build_commands 0:0: select-window
1734457790.563727 cmd_parse_build_commands 0:1: -t
1734457790.563733 cmd_parse_build_commands 0:2: :%%
1734457790.563744 args_parse_flags: next -t
1734457790.563751 args_parse_flag_argument: -t = :%%
1734457790.563757 args_parse: flags end at 3 of 3
1734457790.563768 cmd_parse_build_commands: select-window -t ":%%"
1734457790.563776 args_parse_flags: next -T
1734457790.563783 args_parse_flag_argument: -T = window-target
1734457790.563789 args_parse_flags: next -pindex
1734457790.563796 args_parse_flag_argument: -p = index
1734457790.563803 args_parse: flags end at 4 of 5
1734457790.563812 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1734457790.563827 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1734457790.563834 args_parse_flags: next -N
1734457790.563882 args_parse_flag_argument: -N = Prompt for window index to select
1734457790.563889 args_parse_flags: next '
1734457790.563896 args_parse: flags end at 3 of 5
1734457790.563902 args_parse: 3 = ' (type STRING)
1734457790.563916 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1734457790.563936 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1734457790.563948 cmdq_get_command: [bind-key/0x63dbd06c57f0] group 86
1734457790.563956 cmdq_append <global>: [bind-key/0x63dbd06c57f0]
1734457790.563972 yylex_token: end at WS
1734457790.563978 yylex_token: bind
1734457790.563985 yylex_token: end at WS
1734457790.563991 yylex_token: -N
1734457790.563999 yylex_token: end at WS
1734457790.564005 yylex_token: Switch to previous client
1734457790.564011 yylex_token: end at WS
1734457790.564017 yylex_token: (
1734457790.564024 yylex_token: end at WS
1734457790.564030 yylex_token: switch-client
1734457790.564037 yylex_token: end at WS
1734457790.564042 yylex_token: -p
1734457790.564051 cmd_parse_build_commands 0:0: bind
1734457790.564057 cmd_parse_build_commands 0:1: -N
1734457790.564064 cmd_parse_build_commands 0:2: Switch to previous client
1734457790.564079 cmd_parse_build_commands 0:3: (
1734457790.564087 cmd_parse_build_commands 0:4 0:0: switch-client
1734457790.564093 cmd_parse_build_commands 0:4 0:1: -p
1734457790.564102 cmd_parse_build_commands 0:0: switch-client
1734457790.564108 cmd_parse_build_commands 0:1: -p
1734457790.564120 args_parse_flags: next -p
1734457790.564126 args_parse_flags: -p
1734457790.564133 args_parse: flags end at 2 of 2
1734457790.564141 cmd_parse_build_commands: switch-client -p
1734457790.564147 args_parse_flags: next -N
1734457790.564155 args_parse_flag_argument: -N = Switch to previous client
1734457790.564162 args_parse_flags: next (
1734457790.564168 args_parse: flags end at 3 of 5
1734457790.564175 args_parse: 3 = ( (type STRING)
1734457790.564183 args_parse: 4 = switch-client -p (type COMMANDS)
1734457790.564197 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1734457790.564207 cmdq_get_command: [bind-key/0x63dbd06c58f0] group 98
1734457790.564214 cmdq_append <global>: [bind-key/0x63dbd06c58f0]
1734457790.564221 yylex_token: end at WS
1734457790.564227 yylex_token: bind
1734457790.564233 yylex_token: end at WS
1734457790.564239 yylex_token: -N
1734457790.564247 yylex_token: end at WS
1734457790.564262 yylex_token: Switch to next client
1734457790.564272 yylex_token: end at WS
1734457790.564278 yylex_token: )
1734457790.564285 yylex_token: end at WS
1734457790.564291 yylex_token: switch-client
1734457790.564298 yylex_token: end at WS
1734457790.564304 yylex_token: -n
1734457790.564312 cmd_parse_build_commands 0:0: bind
1734457790.564319 cmd_parse_build_commands 0:1: -N
1734457790.564326 cmd_parse_build_commands 0:2: Switch to next client
1734457790.564332 cmd_parse_build_commands 0:3: )
1734457790.564339 cmd_parse_build_commands 0:4 0:0: switch-client
1734457790.564346 cmd_parse_build_commands 0:4 0:1: -n
1734457790.564354 cmd_parse_build_commands 0:0: switch-client
1734457790.564360 cmd_parse_build_commands 0:1: -n
1734457790.564370 args_parse_flags: next -n
1734457790.564376 args_parse_flags: -n
1734457790.564383 args_parse: flags end at 2 of 2
1734457790.564391 cmd_parse_build_commands: switch-client -n
1734457790.564397 args_parse_flags: next -N
1734457790.564405 args_parse_flag_argument: -N = Switch to next client
1734457790.564411 args_parse_flags: next )
1734457790.564418 args_parse: flags end at 3 of 5
1734457790.564425 args_parse: 3 = ) (type STRING)
1734457790.564433 args_parse: 4 = switch-client -n (type COMMANDS)
1734457790.564446 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1734457790.564456 cmdq_get_command: [bind-key/0x63dbd06c5cd0] group 106
1734457790.564463 cmdq_append <global>: [bind-key/0x63dbd06c5cd0]
1734457790.564470 yylex_token: end at WS
1734457790.564476 yylex_token: bind
1734457790.564482 yylex_token: end at WS
1734457790.564488 yylex_token: -N
1734457790.564496 yylex_token: end at WS
1734457790.564502 yylex_token: Rename current window
1734457790.564508 yylex_token: end at WS
1734457790.564514 yylex_token: ,
1734457790.564521 yylex_token: end at WS
1734457790.564527 yylex_token: command-prompt
1734457790.564534 yylex_token: end at WS
1734457790.564540 yylex_token: -I#W
1734457790.564547 yylex_token: end at WS
1734457790.564553 yylex_token: rename-window
1734457790.564559 yylex_token: end at WS
1734457790.564565 yylex_token: --
1734457790.564571 yylex_token: end at WS
1734457790.564577 yylex_token: %%
1734457790.564586 cmd_parse_build_commands 0:0: bind
1734457790.564592 cmd_parse_build_commands 0:1: -N
1734457790.564599 cmd_parse_build_commands 0:2: Rename current window
1734457790.564606 cmd_parse_build_commands 0:3: ,
1734457790.564613 cmd_parse_build_commands 0:4 0:0: command-prompt
1734457790.564620 cmd_parse_build_commands 0:4 0:1: -I#W
1734457790.564628 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1734457790.564635 cmd_parse_build_commands 0:4 0:2 0:1: --
1734457790.564641 cmd_parse_build_commands 0:4 0:2 0:2: %%
1734457790.564649 cmd_parse_build_commands 0:0: command-prompt
1734457790.564664 cmd_parse_build_commands 0:1: -I#W
1734457790.564672 cmd_parse_build_commands 0:2 0:0: rename-window
1734457790.564679 cmd_parse_build_commands 0:2 0:1: --
1734457790.564685 cmd_parse_build_commands 0:2 0:2: %%
1734457790.564693 cmd_parse_build_commands 0:0: rename-window
1734457790.564699 cmd_parse_build_commands 0:1: --
1734457790.564706 cmd_parse_build_commands 0:2: %%
1734457790.564715 args_parse_flags: next --
1734457790.564721 args_parse: flags end at 2 of 3
1734457790.564728 args_parse: 2 = %% (type STRING)
1734457790.564737 cmd_parse_build_commands: rename-window "%%"
1734457790.564744 args_parse_flags: next -I#W
1734457790.564751 args_parse_flag_argument: -I = #W
1734457790.564757 args_parse: flags end at 2 of 3
1734457790.564767 args_parse: 2 = rename-window "%%" (type COMMANDS)
1734457790.564779 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1734457790.564786 args_parse_flags: next -N
1734457790.564793 args_parse_flag_argument: -N = Rename current window
1734457790.564799 args_parse_flags: next ,
1734457790.564806 args_parse: flags end at 3 of 5
1734457790.564812 args_parse: 3 = , (type STRING)
1734457790.564824 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1734457790.564839 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1734457790.564850 cmdq_get_command: [bind-key/0x63dbd06c68f0] group 114
1734457790.564858 cmdq_append <global>: [bind-key/0x63dbd06c68f0]
1734457790.564902 yylex_token: end at WS
1734457790.564909 yylex_token: bind
1734457790.564916 yylex_token: end at WS
1734457790.564922 yylex_token: -N
1734457790.564930 yylex_token: end at WS
1734457790.564937 yylex_token: Delete the most recent paste buffer
1734457790.564943 yylex_token: end at WS
1734457790.564949 yylex_token: -
1734457790.564956 yylex_token: end at WS
1734457790.564963 yylex_token: delete-buffer
1734457790.564971 cmd_parse_build_commands 0:0: bind
1734457790.564977 cmd_parse_build_commands 0:1: -N
1734457790.564984 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1734457790.564991 cmd_parse_build_commands 0:3: -
1734457790.564998 cmd_parse_build_commands 0:4 0:0: delete-buffer
1734457790.565007 cmd_parse_build_commands 0:0: delete-buffer
1734457790.565015 args_parse: flags end at 1 of 1
1734457790.565023 cmd_parse_build_commands: delete-buffer
1734457790.565029 args_parse_flags: next -N
1734457790.565036 args_parse_flag_argument: -N = Delete the most recent paste buffer
1734457790.565043 args_parse_flags: next -
1734457790.565049 args_parse: flags end at 3 of 5
1734457790.565056 args_parse: 3 = - (type STRING)
1734457790.565063 args_parse: 4 = delete-buffer (type COMMANDS)
1734457790.565076 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1734457790.565084 cmdq_get_command: [bind-key/0x63dbd06c73b0] group 126
1734457790.565091 cmdq_append <global>: [bind-key/0x63dbd06c73b0]
1734457790.565106 yylex_token: end at WS
1734457790.565112 yylex_token: bind
1734457790.565119 yylex_token: end at WS
1734457790.565125 yylex_token: -N
1734457790.565132 yylex_token: end at WS
1734457790.565138 yylex_token: Move the current window
1734457790.565145 yylex_token: end at WS
1734457790.565151 yylex_token: .
1734457790.565158 yylex_token: end at WS
1734457790.565164 yylex_token: command-prompt
1734457790.565170 yylex_token: end at WS
1734457790.565176 yylex_token: -T
1734457790.565182 yylex_token: end at WS
1734457790.565188 yylex_token: target
1734457790.565195 yylex_token: end at WS
1734457790.565201 yylex_token: move-window
1734457790.565207 yylex_token: end at WS
1734457790.565213 yylex_token: -t
1734457790.565220 yylex_token: end at WS
1734457790.565225 yylex_token: %%
1734457790.565234 cmd_parse_build_commands 0:0: bind
1734457790.565241 cmd_parse_build_commands 0:1: -N
1734457790.565248 cmd_parse_build_commands 0:2: Move the current window
1734457790.565263 cmd_parse_build_commands 0:3: .
1734457790.565274 cmd_parse_build_commands 0:4 0:0: command-prompt
1734457790.565289 cmd_parse_build_commands 0:4 0:1: -T
1734457790.565296 cmd_parse_build_commands 0:4 0:2: target
1734457790.565304 cmd_parse_build_commands 0:4 0:3 0:0: move-window
